phenomenon,unit,geo_nuts,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
RCY_C_D,THS_T,UKC2,,,79.41,72.79,188.34,,,,,,,,,
RCY_C_D,THS_T,UKD1,,,53.6,53.76,52.75,,,,,,,,,
RCY_C_D,THS_T,UKD3,,,184.88,129.93,143.13,,,,,,,,,
RCY_C_D,THS_T,UKD4,,,110.87,107.23,107.46,,,,,,,,,
RCY_C_D,THS_T,UKE1,,,101.87,92.71,76.89,,,,,,,,,
RCY_C_D,THS_T,UKE2,,,84.21,80.31,80.56,,,,,,,,,
RCY_C_D,THS_T,UKE3,,,71.65,84.93,90.96,,,,,,,,,
RCY_C_D,THS_T,UKE4,,,135.85,142.98,128.12,,,,,,,,,
RCY_C_D,THS_T,UKF1,,,161.34,185.38,178.46,,,,,,,,,
RCY_C_D,THS_T,UKF2,,,172.9,169.71,167.68,,,,,,,,,
RCY_C_D,THS_T,UKF3,,,75.82,77.73,73.99,,,,,,,,,
RCY_C_D,THS_T,UKG1,,,102.06,109.69,105.67,,,,,,,,,
RCY_C_D,THS_T,UKG2,,,188.63,193.67,183.91,,,,,,,,,
RCY_C_D,THS_T,UKG3,,,168.45,175.47,183.52,,,,,,,,,
RCY_C_D,THS_T,UKH1,,,235.41,240.86,228.67,,,,,,,,,
RCY_C_D,THS_T,UKH2,,,178.49,170.74,161.65,,,,,,,,,
RCY_C_D,THS_T,UKH3,,,175.55,163.94,134.93,,,,,,,,,
RCY_C_D,THS_T,UKI1,,,90.96,85.72,42.58,,,,,,,,,
RCY_C_D,THS_T,UKI2,,,237.32,225.05,253,,,,,,,,,
RCY_C_D,THS_T,UKJ1,,,215.67,196.83,173.56,,,,,,,,,
RCY_C_D,THS_T,UKJ2,,,228.96,203.73,191.22,,,,,,,,,
RCY_C_D,THS_T,UKJ3,,,112.44,105.7,113.58,,,,,,,,,
RCY_C_D,THS_T,UKJ4,,,122.54,112.37,99.3,,,,,,,,,
RCY_C_D,THS_T,UKK1,,,207.06,195.89,177.84,,,,,,,,,
RCY_C_D,THS_T,UKK2,,,131.72,126.85,128.9,,,,,,,,,
RCY_C_D,THS_T,UKK3,,,31.69,33.57,32.43,,,,,,,,,
RCY_C_D,THS_T,UKK4,,,116.39,125.8,114.48,,,,,,,,,
RCY_C_D,THS_T,UKL1,,,171.53,157.57,134.51,,,,,,,,,
RCY_C_D,THS_T,UKL2,,,119.45,106.47,98.35,,,,,,,,,
RCY_C_D,THS_T,UKM2,,,193.01,174.92,175.61,,,,,,,,,
RCY_C_D,THS_T,UKM3,,,165.51,193.19,188.71,,,,,,,,,
RCY_C_D,THS_T,UKM5,,,25.56,23.41,23.06,,,,,,,,,
RCY_C_D,THS_T,UKM6,,,37.24,43.44,46.34,,,,,,,,,
RCY_C_D,THS_T,UKN0,,,150.51,143.54,128.59,,,,,,,,,
RCY_M,THS_T,AT,1202.4,1167.99,1145.61,1272,1492,1476.1,1317.91,1258.5,1179.7,1116.04,,,,
RCY_M,THS_T,AT11,46.8,43.77,42.87,38.7,43.91,44.66,46.9,,,32.47,,,,
RCY_M,THS_T,AT12,223,221.89,219.09,247.72,286.54,280.27,249.6,,,211.58,,,,
RCY_M,THS_T,AT13,192.88,189.97,188.8,212.94,250.06,254.86,232.72,,,191.85,,,,
RCY_M,THS_T,AT21,70.99,74.48,72.79,64.86,81.82,80.17,71.94,,,57.08,,,,
RCY_M,THS_T,AT22,183.69,184.95,182.52,193.16,230.18,231.3,199.44,,,172.71,,,,
RCY_M,THS_T,AT31,232.83,215.19,213.78,236.76,273.93,273.76,234.44,,,208.33,,,,
RCY_M,THS_T,AT32,76.75,75.48,73.22,86.67,101.86,102.05,86.91,,,73.11,,,,
RCY_M,THS_T,AT33,119.29,102.75,93.91,132.73,161.54,146.61,137.69,,,119.4,,,,
RCY_M,THS_T,AT34,56.17,59.51,58.63,58.46,62.16,62.42,58.27,,,49.51,,,,
RCY_M,THS_T,BE,1549.99,1614.49,1691.27,1678.02,1648.35,1625.5,1794.79,1434.7148,1383.8,1273.16,1187.26,1111.36,1095.45,1025.77
RCY_M,THS_T,BE10,100.45,103.67,108,111.08,93.93,90.55,89.21,87.5748,87.8,85.88,80.34,74.03,73.06,70.93
RCY_M,THS_T,BE21,263.78,283.66,312.36,306.75,311.72,304.54,307.72,295.87,270.07,279.03,266.16,268.9,258,241.43
RCY_M,THS_T,BE22,144.82,147.72,154.31,152.23,161.48,165.46,164.07,139.5,132.3,132.74,119.53,117.49,113.35,109.44
RCY_M,THS_T,BE23,249.1,262.42,268.21,274.7,260.61,256.17,254.36,240.47,235.8,232.65,211.12,214.52,198.75,191.75
RCY_M,THS_T,BE24,165.24,176.28,187.31,180.55,182.78,185.22,183.77,162.27,156.48,152.33,141.68,138.95,137.49,136.98
RCY_M,THS_T,BE25,221.95,227.87,235.43,243.2,230.32,226.21,222.95,211.05,211.63,201.55,186.83,182.51,172.94,162.67
RCY_M,THS_T,BE31,49.68,50.1,50.01,47.93,46.34,45.97,,,,,,,,
RCY_M,THS_T,BE32,135.91,138.27,140.83,136.68,135.01,132.25,,,,,,,,
RCY_M,THS_T,BE33,118.65,120.7,126.16,120.66,122.7,116.67,,,,,,,,
RCY_M,THS_T,BE34,38.43,40.53,42.3,40.54,40.28,39.23,,,,,,,,
RCY_M,THS_T,BE35,61.98,63.27,66.35,63.7,63.18,63.23,,,,,,,,
RCY_M,THS_T,BG,271,,,,,,,,,,,,,
RCY_M,THS_T,BG31,17,,,,,,,,,,,,,
RCY_M,THS_T,BG32,41,,,,,,,,,,,,,
RCY_M,THS_T,BG33,59,,,,,,,,,,,,,
RCY_M,THS_T,BG34,19,,,,,,,,,,,,,
RCY_M,THS_T,BG41,96,,,,,,,,,,,,,
RCY_M,THS_T,BG42,39,,,,,,,,,,,,,
RCY_M,THS_T,CH,,,1895,1878,1871,1893,1855,1785,1730,1640,1596,1578,1584,1500
RCY_M,THS_T,CY,66,70,72,61,49,42,28,22,19,16.48,14.73,14.61,14.1,13.11
RCY_M,THS_T,CY00,66,70,72,61,49,42,28,22,19,16.48,14.73,14.61,14.1,13.11
RCY_M,THS_T,CZ,,,495.7,451.77,352.79,279.85,276.08,200.6,165.73,137.52,,,,
RCY_M,THS_T,DE,17878.5,15852,14188,13589.1,13530.3,13007.8,13186.4,13370.4,13099.3,12624.2,,,,
RCY_M,THS_T,DE11,1216.3,1209.8,658.7,642,653.8,649.9,650.8,642.6,596.3,578.6,,,,
RCY_M,THS_T,DE12,878.8,889.6,529.8,534.1,533.7,535,532.4,532,504.8,484.1,,,,
RCY_M,THS_T,DE13,711.8,709.1,493.1,488.7,490.6,384.8,383.2,385.8,371.4,354.5,,,,
RCY_M,THS_T,DE14,506.9,501.3,288.7,291.9,293.9,290.5,303.2,300.8,293.7,286.8,,,,
RCY_M,THS_T,DE21,773.8,735.7,737,732,724,719,724,722,659,705,,,,
RCY_M,THS_T,DE22,180.1,177.1,178,171,171,170,169,169,175,149,,,,
RCY_M,THS_T,DE23,160.7,159.1,161,158,158,159,159,158,158,135,,,,
RCY_M,THS_T,DE24,190.8,162.7,164,160,162,162,160,158,162,138,,,,
RCY_M,THS_T,DE25,305,291.7,299,296,297,297,299,292,294,270,,,,
RCY_M,THS_T,DE26,288.2,246.7,237,233,231,229,230,230,231,223,,,,
RCY_M,THS_T,DE27,353.4,299,300,307,287,283,303,300,297,288,,,,
RCY_M,THS_T,DE30,1254.8,814,452.6,435.1,438.1,447.4,459.9,457.8,459.2,442.6,,,,
RCY_M,THS_T,DE40,600,573.5,557.3,534.1,525.4,536.5,542.7,522.1,455.6,372.4,,,,
RCY_M,THS_T,DE50,231.2,102.4,113,111,110.7,112.5,114.7,86.5,88.2,95.1,,,,
RCY_M,THS_T,DE60,229.9,214,212.8,204.2,203.6,224,239.5,237.9,205.8,174.2,,,,
RCY_M,THS_T,DE71,1295.3,665.5,675.2,667.9,655.2,568.9,586.9,603.5,565.7,580.2,,,,
RCY_M,THS_T,DE72,339.5,315,323.2,315.5,330.1,191.5,156.8,155.2,142.8,263.2,,,,
RCY_M,THS_T,DE73,389.4,311,314.1,327.7,310.7,207,201.4,197.1,180.4,159.9,,,,
RCY_M,THS_T,DE80,418,390.5,384.9,379.1,374.6,294.1,287.7,290.1,283.7,294.2,,,,
RCY_M,THS_T,DE91,260.5,258.9,263.5,248.9,245.2,244,253,255,230,237,,,,
RCY_M,THS_T,DE92,381.8,386.3,377.7,363.9,367,363,366,372,361,337,,,,
RCY_M,THS_T,DE93,302.8,300.4,299.1,270.7,290.1,291,299,271,277,268,,,,
RCY_M,THS_T,DE94,442,432.3,449.2,425.2,426.3,434,439,462,404,382,,,,
RCY_M,THS_T,DEA1,597.5,604.8,587.3,569,578.4,576,615.6,597.2,736.5,693.7,,,,
RCY_M,THS_T,DEA2,561.6,530.7,548.3,542,544.5,549.3,549.7,530.7,637.8,665.9,,,,
RCY_M,THS_T,DEA3,321.4,339.5,333.6,321,320.6,315.8,308.6,305.9,397.1,371.5,,,,
RCY_M,THS_T,DEA4,242.4,254.2,249.7,235,204.3,172.4,219.9,249.8,297.7,276.6,,,,
RCY_M,THS_T,DEA5,437.2,445,424.1,423.2,410,415.9,434,438.5,602.4,613.6,,,,
RCY_M,THS_T,DEB1,425.1,417.9,376.6,353.6,355.8,347.2,348.6,350.1,329,321.9,,,,
RCY_M,THS_T,DEB2,192.1,198.8,197.4,199.7,199.6,197.7,164.7,87.8,78.4,82.4,,,,
RCY_M,THS_T,DEB3,713.5,708.4,736.4,434.4,435.4,379.8,382.6,384.2,376.1,369.8,,,,
RCY_M,THS_T,DEC0,345.5,142.1,141.6,124,124.1,129.4,141.1,140.7,129.7,128,,,,
RCY_M,THS_T,DED2,401.2,247.3,258.6,258.3,250.2,274.9,312.3,322.3,323.2,345.3,,,,
RCY_M,THS_T,DED4,394.1,301.7,335.1,322.8,318.2,342.7,375.4,447.4,359.5,238.5,,,,
RCY_M,THS_T,DED5,223.8,212.3,216,208.7,205.1,218.4,157.5,301.5,244.5,155.2,,,,
RCY_M,THS_T,DEE0,498.8,492.2,496,502.7,481.2,474.3,489.7,541.3,366.8,364.9,,,,
RCY_M,THS_T,DEF0,490.7,509.4,507.3,487.7,504.5,504,489.1,518.8,429.3,426.7,,,,
RCY_M,THS_T,DEG0,322.6,302.1,311.1,310,319.4,316.9,337.4,353.8,395.7,352.4,,,,
RCY_M,THS_T,EE,47,99,70,41,52,78,122,70,121,142.25,76.82,10.61,15.3,12.8
RCY_M,THS_T,EE00,47,99,70,41,52,78,122,70,121,142.25,76.82,10.61,15.3,12.8
RCY_M,THS_T,ES,,,,,,3898.4,,,,,,,,
RCY_M,THS_T,FR,,,9033.4,8300.91,,7190.9,,6385.3,,6338.5,,5212.7,,4900.6
RCY_M,THS_T,FR10,,,1091.7,1595.8,,1540.1,,1071.1,,1126.7,,1036,,1196.8
RCY_M,THS_T,FR21,,,182.5,88.46,,98.4,,124,,104.4,,96.3,,163.8
RCY_M,THS_T,FR22,,,261.8,117.9,,110.1,,93.1,,94.1,,77.4,,78.3
RCY_M,THS_T,FR23,,,205.5,89.16,,110.7,,73.8,,130.7,,123.3,,146.1
RCY_M,THS_T,FR24,,,351.6,193.87,,322.4,,222.9,,257.7,,161.2,,121.5
RCY_M,THS_T,FR25,,,218.3,154.14,,181.9,,186.1,,157,,117.2,,162.2
RCY_M,THS_T,FR26,,,237.1,86.45,,96.3,,139.3,,93.8,,107.9,,124.1
RCY_M,THS_T,FR30,,,797.6,946.33,,841.8,,740.7,,650.6,,514,,443
RCY_M,THS_T,FR41,,,266.8,351.03,,399.1,,345.8,,365.7,,171.4,,114.9
RCY_M,THS_T,FR42,,,212.5,289.82,,486.5,,515.3,,519.9,,531.6,,555.4
RCY_M,THS_T,FR43,,,193.1,59.48,,91.1,,99.5,,133.8,,155,,97.3
RCY_M,THS_T,FR51,,,556.2,335.26,,422.4,,401.9,,387.6,,323,,373.6
RCY_M,THS_T,FR52,,,444.4,279.78,,273.3,,204.6,,239.3,,228.1,,96.7
RCY_M,THS_T,FR53,,,302.6,89.32,,120.7,,104.2,,96.8,,118.8,,68.1
RCY_M,THS_T,FR61,,,501.3,225.85,,200.1,,214.1,,371.7,,293.6,,129.8
RCY_M,THS_T,FR62,,,355.9,260.12,,304.2,,326.5,,238.7,,203.5,,209.7
RCY_M,THS_T,FR63,,,100.8,35.14,,27.5,,37.5,,86.7,,47.8,,71.7
RCY_M,THS_T,FR71,,,1062.7,1641.59,,1017.6,,1012,,946.9,,577.4,,430.3
RCY_M,THS_T,FR72,,,173.5,127.11,,111.5,,136.2,,108.8,,84.4,,59.3
RCY_M,THS_T,FR81,,,500.7,142.15,,211.2,,142.6,,141.7,,118.3,,119.2
RCY_M,THS_T,FR82,,,875.2,1078.35,,144.1,,129.2,,36,,106.5,,126.8
RCY_M,THS_T,FR83,,,27.7,0,,21.6,,21.6,,25.3,,20,,12
RCY_M,THS_T,FR91,,,6,19.3,,11.3,,0.9,,1.5,,,,
RCY_M,THS_T,FR92,,,6.8,4.41,,4.1,,3.3,,2.1,,,,
RCY_M,THS_T,FR93,,,1.8,0,,0,,0,,0,,,,
RCY_M,THS_T,FR94,,,99.3,90.09,,42.9,,39.1,,21,,,,
RCY_M,THS_T,HR03,97.85,101.71,26.52,,,,,,,,,,,
RCY_M,THS_T,HR04,130.07,117.78,96.52,,,,,,,,,,,
RCY_M,THS_T,HU,799.5,832.19,653.83,640.96,575.81,606.56,,,,0,0,0,0,0
RCY_M,THS_T,HU10,313.04,328.25,236.12,198.54,196.52,181.74,,,,,,,,
RCY_M,THS_T,HU21,87.85,100.4,73.55,76.45,57.55,82.27,,,,,,,,
RCY_M,THS_T,HU22,108.96,130.12,95.95,105.87,107.17,88.68,,,,,,,,
RCY_M,THS_T,HU23,45.55,41.77,42.63,39.5,45.56,48.07,,,,,,,,
RCY_M,THS_T,HU31,54.66,57.75,63.74,56.53,55.83,60.62,,,,,,,,
RCY_M,THS_T,HU32,81.32,76.8,71.05,70.92,46.02,67.41,,,,,,,,
RCY_M,THS_T,HU33,108.12,97.1,70.79,93.15,67.16,77.77,,,,,,,,
RCY_M,THS_T,IE,,,,910,845.7,987.53,1081.15,1064.35,897.97,835.49,650,463,284,254
RCY_M,THS_T,IT,,,,6429,6041.5,4630.84,5536,3813.27,3683.26,3508.69,3107.63,2727.48,3513.15,2888.32
RCY_M,THS_T,LT,261.311,261,244.12,140,87,101,80,14,14,14,0,0,0,0
RCY_M,THS_T,LT00,261,261,244,140,87,101,80,14,14,14,0,0,0,0
RCY_M,THS_T,LU,99,96,98,93,89,89,86,84,80,72.15,70.58,66.43,66.39,61.61
RCY_M,THS_T,LU00,99,96,98,93,89,89,86,84,80,72,71,66,66,62
RCY_M,THS_T,LV,66,84,62,60,56,43,38,29,26,24.68,13.65,3.12,0,0
RCY_M,THS_T,LV00,66,84,62,60,56,43,38,29,26,25,14,3,0,0
RCY_M,THS_T,MK,0,0,0,0,0,0,,,,,,,,
RCY_M,THS_T,MK00,0,0,0,0,0,0,,,,,,,,
RCY_M,THS_T,MT,13,20,19,13,9,8,5,6,4,4.58,1.11,0.81,1.46,2.14
RCY_M,THS_T,MT00,13,20,19,13,9,8,5,6,4,5,1,1,1,2
RCY_M,THS_T,NL,2112,2194,2292,2354,2383,2449,2386,2246,2142,2580,2401,2341,2184,2128
RCY_M,THS_T,NL11,77,82,84,88,90,90 bd,91,83,80,94,90,87,81,83
RCY_M,THS_T,NL12,93,99,102,107,110,116 bd,120,113,104,133,113,111,105,109
RCY_M,THS_T,NL13,65,67,72,77,74,77 bd,76,70,71,83,79,77,71,72
RCY_M,THS_T,NL21,149,150,152,158,160,163 bd,171,156,141,173,163,162,144,139
RCY_M,THS_T,NL22,271,278,292,295,299,309 bd,308,289,275,315,296,285,267,260
RCY_M,THS_T,NL23,54,57,60,58,60,61 bd,58,52,50,60,56,57,53,46
RCY_M,THS_T,NL31,153,158,165,168,168,176 bd,170,158,155,177,154,166,153,151
RCY_M,THS_T,NL32,299,303,320,328,339,350 bd,323,306,290,344,313,316,288,283
RCY_M,THS_T,NL33,353,373,388,404,414,422 bd,386,372,348,415,385,367,345,336
RCY_M,THS_T,NL34,64,66,72,74,71,74 bd,76,70,68,88,88,82,76,73
RCY_M,THS_T,NL41,363,381,397,406,406,415 bd,411,392,380,484,456,430,402,391
RCY_M,THS_T,NL42,171,180,188,191,192,196 bd,196,185,180,214,208,201,199,185
RCY_M,THS_T,NO,589.1,615.13,596.02,607.81,618.32,669.51,,,,,575.89,559.69,496.34,
RCY_M,THS_T,NO01,132.85,142.27,135.94,131.26,128.79,,,,,,,,,
RCY_M,THS_T,NO02,49.6,58.5,54.71,53.87,54.44,,,,,,,,,
RCY_M,THS_T,NO03,130.1,137.45,131.22,133.23,137.21,,,,,,,,,
RCY_M,THS_T,NO04,83.61,83.58,87.81,83.36,93.03,,,,,,,,,
RCY_M,THS_T,NO05,100.82,97.04,94.86,104.49,105.6,,,,,,,,,
RCY_M,THS_T,NO06,50.91,56.38,51.13,58.43,58.62,,,,,,,,,
RCY_M,THS_T,NO07,41.21,39.91,40.35,43.17,40.63,,,,,,,,,
RCY_M,THS_T,PL,1498.59,1243.72,1173.25,1783.27,1420.54,894.87,580.38,487.29,366.56,243.38,144.93,115.69,147.35,12.98
RCY_M,THS_T,PL11,49.67,55.88,48.33,104.7,141.53,66.13,33.61,34.1,23.25,12.88,10.3,8.34,35.55,0.96
RCY_M,THS_T,PL12,184.95,206.81,203.75,261.08,213.68,122.87,77.96,62.94,61.35,38.12,22.84,27.41,22.83,1.4
RCY_M,THS_T,PL21,116.75,114.51,105.98,100.91,98.84,58.16,46.34,48.01,31.27,17.19,8.94,6.18,4.75,0.74
RCY_M,THS_T,PL22,233.29,146.42,158.67,390.88,249.71,126.09,103.54,103.35,67.87,39.32,32.77,19.91,20.5,1.68
RCY_M,THS_T,PL31,40.61,31.95,30.66,57.61,42.15,26.12,21.49,20.7,16.78,6.03,1.8,1.39,0.94,0.61
RCY_M,THS_T,PL32,98.32,50.3,61.56,71.85,51.52,30.75,20.57,16.91,11.65,8.56,7.23,6.22,4.57,0.55
RCY_M,THS_T,PL33,7.21,27.67,19.62,20.14,13.05,9.87,22.89,6.28,5.07,3.8,2.34,1.48,0.99,0.25
RCY_M,THS_T,PL34,10.68,17.61,27.58,25.09,28.92,9.87,11.13,11.08,10.66,3.64,6.73,1.8,1.17,0.33
RCY_M,THS_T,PL41,242.2,150.41,110.11,111.71,102.45,71.9,56.2,48.84,30.01,24.98,12.61,10.74,2.26,1.14
RCY_M,THS_T,PL42,98.95,64.72,52.3,62.57,48.33,33.52,20.77,17.1,14.86,12.71,11.15,9.13,36.69,0.95
RCY_M,THS_T,PL43,66.05,59.47,54.36,97.71,44.67,14.28,9.5,7.87,5.85,2.74,2.02,4.06,3.04,0.41
RCY_M,THS_T,PL51,136.32,105.08,83.3,154.79,125.45,93.31,46.97,29.86,22.68,23.9,4.42,4.51,4.86,1.64
RCY_M,THS_T,PL52,18.48,25.9,26.33,24.65,20.2,13.88,12.44,9.08,17.14,9.26,2.95,2.38,1.99,0.36
RCY_M,THS_T,PL61,53.86,55.05,53.06,89.32,84.19,52.5,51.2,37.99,19.9,10.45,8.69,4.99,2.8,0.57
RCY_M,THS_T,PL62,55.83,41.05,61.21,43.11,42.92,23.61,21.9,10.62,8.71,6.44,4.02,2.91,1.02,0.56
RCY_M,THS_T,PL63,85.42,90.89,76.43,167.15,112.93,142.01,23.87,22.56,19.51,23.36,6.12,4.24,3.39,0.83
RCY_M,THS_T,PT,594.121,549.485,594.793,619.35,648.21,566.66,527.91,475.35,405.79,319.56,226.92,212.68,,
RCY_M,THS_T,PT11,153.931,162.001,158.657,163.82,186.72,159,136.57,130.62,121.88,108.95,86.68,71.37,,
RCY_M,THS_T,PT15,62.998,29.809,32.497,33.97,88.96,80.47,22.84,22.52,14.7,14.73,11.37,9.71,,
RCY_M,THS_T,PT16,127.778,87.322,88.102,101.53,91.79,80.52,73.95,66.81,50.81,55.02,34.09,28.09,,
RCY_M,THS_T,PT17,161.29,214.693,254.075,262.87,195.67,168.64,227,197.97,178.97,109.11,69.24,82.77,,
RCY_M,THS_T,PT18,63.049,36.057,39.88,40.98,43.92,37.32,31.19,29.05,18.61,14.64,10.12,7.62,,
RCY_M,THS_T,PT20,16.183,10.914,12.152,8.91,9.29,8,6.63,3.83,4.2,1.84,1.56,0,,
RCY_M,THS_T,PT30,8.892,8.689,9.43,7.27,31.86,32.71,29.73,24.55,16.62,15.27,13.86,13.12,,
RCY_M,THS_T,RO,,167.31,174.95,164.18,,72.13,34.47,40.63,145.2,83.28,17.06,170,123,0
RCY_M,THS_T,RO11,,21.52,18.83,15.97,,11.97,,,,,,,,
RCY_M,THS_T,RO12,,54.81,29.2,25.74,,6.38,,,,,,,,
RCY_M,THS_T,RO21,,20.41,19.32,28.92,,13.17,,,,,,,,
RCY_M,THS_T,RO22,,17.38,15.47,12.16,,2.99,,,,,,,,
RCY_M,THS_T,RO31,,15.19,18.71,8.96,,6.93,,,,,,,,
RCY_M,THS_T,RO32,,16.63,29.69,27.09,,15.15,,,,,,,,
RCY_M,THS_T,RO41,,4.06,21.4,5.94,,0.88,,,,,,,,
RCY_M,THS_T,RO42,,17.31,22.33,39.4,,14.66,,,,,,,,
RCY_M,THS_T,RS,0,0,0,0,0,0,0,0,,,,,,
RCY_M,THS_T,SI,323.6,251.47,243.39,199.94,189.14,189.87,216.9,145.46,168.63,182.65,92.08,62.17,,
RCY_M,THS_T,SI01,160.16,86.12,80.32,60.18,58.44,66.45,73.96,55.86,82.12,77.26,75.23,35.83,,
RCY_M,THS_T,SI02,163.44,165.35,163.07,139.76,130.7,123.42,142.94,89.6,86.51,105.39,16.85,26.34,,
RCY_M,THS_T,SK,56.62,98.01,73.52,66.59,47.61,43.58,27.72,9.77,9.33,47.24,50.05,36.92,,
RCY_M,THS_T,SK01,5.6,11.55,2.96,2.73,1.47,2.71,1.5,1.78,0.87,10.39,13.38,5.05,,
RCY_M,THS_T,SK02,18.79,31.91,28.93,23.52,16.28,13.47,15.35,4.01,4.9,19.38,16.94,14.55,,
RCY_M,THS_T,SK03,17,32.87,22.57,22.63,18.63,10.19,3.92,1.63,2.15,10.62,13.06,12.16,,
RCY_M,THS_T,SK04,15.23,21.68,19.06,17.71,11.23,17.21,6.95,2.35,1.41,6.85,6.67,5.16,,
RCY_M,THS_T,UKC1,,,192.11,190.07,181.78,,,,,,,,,
RCY_M,THS_T,UKC2,,,182.69,184.64,188.34,,,,,,,,,
RCY_M,THS_T,UKD1,,,76.12,77.03,65.46,,,,,,,,,
RCY_M,THS_T,UKD3,,,327.58,337.35,313.33,,,,,,,,,
RCY_M,THS_T,UKD4,,,197.03,203.27,197.04,,,,,,,,,
RCY_M,THS_T,UKE1,,,137.3,134.62,129.33,,,,,,,,,
RCY_M,THS_T,UKE2,,,105.77,108.11,112.51,,,,,,,,,
RCY_M,THS_T,UKE3,,,170.5,143.79,136.24,,,,,,,,,
RCY_M,THS_T,UKE4,,,238.45,214.12,219.02,,,,,,,,,
RCY_M,THS_T,UKF1,,,268.27,262.25,266.04,,,,,,,,,
RCY_M,THS_T,UKF2,,,225.07,225.53,235.43,,,,,,,,,
RCY_M,THS_T,UKF3,,,108.18,109.18,103.19,,,,,,,,,
RCY_M,THS_T,UKG1,,,191.46,188.18,193.74,,,,,,,,,
RCY_M,THS_T,UKG2,,,197.42,195.98,189.35,,,,,,,,,
RCY_M,THS_T,UKG3,,,252.32,250.28,229.14,,,,,,,,,
RCY_M,THS_T,UKH1,,,344.42,343.46,321.79,,,,,,,,,
RCY_M,THS_T,UKH2,,,208.29,210.56,215.07,,,,,,,,,
RCY_M,THS_T,UKH3,,,232.43,237.44,246.8,,,,,,,,,
RCY_M,THS_T,UKI1,,,329.25,328.81,258.28,,,,,,,,,
RCY_M,THS_T,UKI2,,,447.31,436.08,505.75,,,,,,,,,
RCY_M,THS_T,UKJ1,,,295.12,288.98,272.88,,,,,,,,,
RCY_M,THS_T,UKJ2,,,381.07,381.24,379.9,,,,,,,,,
RCY_M,THS_T,UKJ3,,,234.49,242.56,238.1,,,,,,,,,
RCY_M,THS_T,UKJ4,,,243.99,239.49,249.37,,,,,,,,,
RCY_M,THS_T,UKK1,,,322.21,300.69,291.26,,,,,,,,,
RCY_M,THS_T,UKK2,,,175.72,201.15,182.73,,,,,,,,,
RCY_M,THS_T,UKK3,,,70.5,82.35,80.04,,,,,,,,,
RCY_M,THS_T,UKK4,,,157.67,186.46,174.67,,,,,,,,,
RCY_M,THS_T,UKL1,,,321.25,315.34,296.23,,,,,,,,,
RCY_M,THS_T,UKL2,,,171.38,155.29,147.2,,,,,,,,,
RCY_M,THS_T,UKM2,,,346.6,311.38,311.92,,,,,,,,,
RCY_M,THS_T,UKM3,,,311.52,304.24,296.93,,,,,,,,,
RCY_M,THS_T,UKM5,,,62.41,61.88,60.34,,,,,,,,,
RCY_M,THS_T,UKM6,,,71.07,70.15,70.67,,,,,,,,,
RCY_M,THS_T,UKN0,,,213.83,206.39,203.8,,,,,,,,,
