DR-Nummer;Kürzel;Bundesland;Indikator;Datenreihe;Spaltenüberschrift;Wert
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2007;320,1
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2008;316,16666666667
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2009;312,23333333333
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2010;308,3
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2011;304,36666666667
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2012;300,43333333333
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2013;296,5
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2014;292,56666666667
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2015;288,63333333333
4;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Trend;2016;284,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;1990;367,9
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;1995;360,3
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2000;338,5
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2005;328,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2006;334,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2007;329,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2008;325,9
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2009;289,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2010;306,1
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2011;299,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2012;300,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2013;306,7
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2014;293,9
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2015;285,4
5;NW;Nordrhein-Westfalen;Treibhausgasemissionen;Treibhausgasemissionen - Daten;2016;286,4
16;NW;Nordrhein-Westfalen;Stickstoffoxidemissionen;Stickstoffoxidemissionen - Daten;1996;478
16;NW;Nordrhein-Westfalen;Stickstoffoxidemissionen;Stickstoffoxidemissionen - Daten;2000;453
16;NW;Nordrhein-Westfalen;Stickstoffoxidemissionen;Stickstoffoxidemissionen - Daten;2004;420
16;NW;Nordrhein-Westfalen;Stickstoffoxidemissionen;Stickstoffoxidemissionen - Daten;2008;341
16;NW;Nordrhein-Westfalen;Stickstoffoxidemissionen;Stickstoffoxidemissionen - Daten;2012;294
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1990;38
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1991;40
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1992;39
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1993;36
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1994;35
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1995;34
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1996;35
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1997;35
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1998;33
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;1999;32
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2000;30
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2001;31
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2002;30
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2003;34
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2004;31
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2005;31
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2006;29
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2007;27
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2008;28
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2009;29
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2010;28
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2011;26
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2012;25
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2013;25
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2014;24
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2015;23
17;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Daten;2016;24
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2007;28,55
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2008;27,961111111111
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2009;27,372222222222
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2010;26,783333333333
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2011;26,194444444444
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2012;25,605555555556
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2013;25,016666666667
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2014;24,427777777778
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2015;23,838888888889
18;NW;Nordrhein-Westfalen;Stickstoffdioxidkonzentration im städtischen Hintergrund;Stickstoffdioxidkonzentration im städtischen Hintergrund - Trend;2016;23,25
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1990;43
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1991;4
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1992;17
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1993;12
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1994;42
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1995;37
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1996;6
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1997;5
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1998;12
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;1999;2
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2000;4
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2001;17
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2002;2
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2003;43
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2004;3
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2005;6
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2006;24
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2007;1
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2008;1
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2009;1
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2010;21
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2011;1
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2012;6
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2013;3
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2014;0,2
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2015;14
19;NW;Nordrhein-Westfalen;Ozonkonzentration im städtischen Hintergrund;Ozonkonzentration im städtischen Hintergrund - Daten;2016;4
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2001;23
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2002;26
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2003;27
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2004;24
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2005;24
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2006;25
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2007;24
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2008;22
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2009;23
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2010;23
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2011;23
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2012;21
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2013;21
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2014;19
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2015;18
20;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Daten;2016;20
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2007;23,91
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2008;23,352222222222
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2009;22,794444444444
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2010;22,236666666667
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2011;21,678888888889
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2012;21,121111111111
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2013;20,563333333333
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2014;20,005555555556
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2015;19,447777777778
21;NW;Nordrhein-Westfalen;Feinstaubkonzentration im städtischen Hintergrund;Feinstaubkonzentration im städtischen Hintergrund - Trend;2016;18,89
22;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN Ballungsräume - Daten;Straße;647500
22;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN Ballungsräume - Daten;Bundesschienenwege;121400
22;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN Ballungsräume - Daten;Sonstige Schienenwege;61800
22;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN Ballungsräume - Daten;Fluglärm;1700
22;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN Ballungsräume - Daten;Industrie;900
23;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN nicht Ballungsräume - Daten;Straße;144600
23;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN nicht Ballungsräume - Daten;Bundesschienenwege;71100
23;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN nicht Ballungsräume - Daten;Sonstige Schienenwege;2500
23;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN nicht Ballungsräume - Daten;Fluglärm;2500
23;NW;Nordrhein-Westfalen;Lärmbelastung;Lärmbelastung LDEN nicht Ballungsräume - Daten;Industrie;0 
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1986;1
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1987;1,07
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1988;0,78
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1989;0,72
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1990;0,67
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1992;0,59
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1993;0,6
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1994;0,52
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1995;0,48
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1996;0,47
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1997;0,43
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1998;0,51
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;1999;0,32
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2000;0,35
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2001;0,29
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2002;0,3
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2003;0,25
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2004;0,36
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2005;0,315
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2006;0,27
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2007;0,2
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2008;0,2
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2009;0,17
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2010;0,15
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2011;0,13
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2012;0,12
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2013;0,15
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2014;0,1
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2015;0,12
24;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Daten;2016;0,08
25;NW;Nordrhein-Westfalen;Schwermetalleintrag an ländlichen Stationen;Schwermetalleintrag an ländlichen Stationen - Trend;2007;0,197
